Country;Country Name;Country RegionId;Variable;Variable Name;Variable Definition;Measure;Measure Name;Measure Note;Scale;Units;1990;1991;1992;1993;1994;1995;1996;1997;1998;1999;2000;2001;2002;2003;2004;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015
IL;Israel;IL;KN.TTTCE;Travel & Tourism Total Contribution to Employment;The number of jobs generated directly in the Travel & Tourism industry plus the indirect and induced contributions.;KN.B5;% share;The share of Travel & Tourism spending or employment in the equivalent economy-wide concept in the published national income accounts or labour market statistics. Visitor exports are compared with exports of all goods and services Domestic Travel & Tourism spending is compared with GDP Government individual Travel & Tourism spending is compared with total government spending Internal Travel & Tourism consumption is compared with total internal consumption (i.e. total domestic spending plus total export) Leisure Travel & Tourism contribution to GDP is compared with total GDP Business Travel & Tourism contribution to GDP is compared with total GDP Travel & Tourism capital investment spending is compared with all fixed investment spending;units;% share;8.6;7.8;8.1;8.6;8.5;9.3;9.3;9.6;8.8;9.9;10.5;7.9;7.8;7.9;8;8.4;8.4;8.1;8.4;7.7;8.1;7.9;8.2;8;7.8;7.7
JO;Jordan;JO;KN.TTTCE;Travel & Tourism Total Contribution to Employment;The number of jobs generated directly in the Travel & Tourism industry plus the indirect and induced contributions.;KN.B5;% share;The share of Travel & Tourism spending or employment in the equivalent economy-wide concept in the published national income accounts or labour market statistics. Visitor exports are compared with exports of all goods and services Domestic Travel & Tourism spending is compared with GDP Government individual Travel & Tourism spending is compared with total government spending Internal Travel & Tourism consumption is compared with total internal consumption (i.e. total domestic spending plus total export) Leisure Travel & Tourism contribution to GDP is compared with total GDP Business Travel & Tourism contribution to GDP is compared with total GDP Travel & Tourism capital investment spending is compared with all fixed investment spending;units;% share;23.4;18.3;19.1;20.1;19.2;20.9;21.3;21.9;20.2;19.2;18.8;16.2;18.6;17.9;19.9;19.3;20.7;20.8;20.8;19.5;21.2;18.2;19.4;19.2;19.1;19.3
KW;Kuwait;KW;KN.TTTCE;Travel & Tourism Total Contribution to Employment;The number of jobs generated directly in the Travel & Tourism industry plus the indirect and induced contributions.;KN.B5;% share;The share of Travel & Tourism spending or employment in the equivalent economy-wide concept in the published national income accounts or labour market statistics. Visitor exports are compared with exports of all goods and services Domestic Travel & Tourism spending is compared with GDP Government individual Travel & Tourism spending is compared with total government spending Internal Travel & Tourism consumption is compared with total internal consumption (i.e. total domestic spending plus total export) Leisure Travel & Tourism contribution to GDP is compared with total GDP Business Travel & Tourism contribution to GDP is compared with total GDP Travel & Tourism capital investment spending is compared with all fixed investment spending;units;% share;10.1;18.5;10.5;7.4;8;7.9;8.1;8.2;8.9;7.3;6.3;6.2;6.1;5.8;5.6;5.3;5;5.3;4.8;6.6;5.5;4.9;4.9;4.7;4.8;4.9
LB;Lebanon;LB;KN.TTTCE;Travel & Tourism Total Contribution to Employment;The number of jobs generated directly in the Travel & Tourism industry plus the indirect and induced contributions.;KN.B5;% share;The share of Travel & Tourism spending or employment in the equivalent economy-wide concept in the published national income accounts or labour market statistics. Visitor exports are compared with exports of all goods and services Domestic Travel & Tourism spending is compared with GDP Government individual Travel & Tourism spending is compared with total government spending Internal Travel & Tourism consumption is compared with total internal consumption (i.e. total domestic spending plus total export) Leisure Travel & Tourism contribution to GDP is compared with total GDP Business Travel & Tourism contribution to GDP is compared with total GDP Travel & Tourism capital investment spending is compared with all fixed investment spending;units;% share;5.4;4.2;1.9;3.4;0.7;3.6;3.2;3.5;4.4;1.1;0.9;1.7;19.6;32;27.6;27;24.8;24;22.3;24;25.8;23.9;24;23.5;23.4;23.6
OM;Oman;OM;KN.TTTCE;Travel & Tourism Total Contribution to Employment;The number of jobs generated directly in the Travel & Tourism industry plus the indirect and induced contributions.;KN.B5;% share;The share of Travel & Tourism spending or employment in the equivalent economy-wide concept in the published national income accounts or labour market statistics. Visitor exports are compared with exports of all goods and services Domestic Travel & Tourism spending is compared with GDP Government individual Travel & Tourism spending is compared with total government spending Internal Travel & Tourism consumption is compared with total internal consumption (i.e. total domestic spending plus total export) Leisure Travel & Tourism contribution to GDP is compared with total GDP Business Travel & Tourism contribution to GDP is compared with total GDP Travel & Tourism capital investment spending is compared with all fixed investment spending;units;% share;3.9;3.4;3.4;3.4;3.7;4.1;6.1;6.6;7.5;7.5;8.4;9.8;9.5;9.8;10;9.6;7.4;8.2;7.3;7.3;7.1;6.7;6.9;7.2;7.2;7.3
QA;Qatar;QA;KN.TTTCE;Travel & Tourism Total Contribution to Employment;The number of jobs generated directly in the Travel & Tourism industry plus the indirect and induced contributions.;KN.B5;% share;The share of Travel & Tourism spending or employment in the equivalent economy-wide concept in the published national income accounts or labour market statistics. Visitor exports are compared with exports of all goods and services Domestic Travel & Tourism spending is compared with GDP Government individual Travel & Tourism spending is compared with total government spending Internal Travel & Tourism consumption is compared with total internal consumption (i.e. total domestic spending plus total export) Leisure Travel & Tourism contribution to GDP is compared with total GDP Business Travel & Tourism contribution to GDP is compared with total GDP Travel & Tourism capital investment spending is compared with all fixed investment spending;units;% share;10.6;11.1;8.4;12.9;13.1;14.2;14.3;12.9;12.7;7.4;6.9;9;9.4;10;8.9;12.3;11.9;6.7;5.3;4.4;3.9;5.3;6.2;6.3;6.2;6.1
SA;Saudi Arabia;SA;KN.TTTCE;Travel & Tourism Total Contribution to Employment;The number of jobs generated directly in the Travel & Tourism industry plus the indirect and induced contributions.;KN.B5;% share;The share of Travel & Tourism spending or employment in the equivalent economy-wide concept in the published national income accounts or labour market statistics. Visitor exports are compared with exports of all goods and services Domestic Travel & Tourism spending is compared with GDP Government individual Travel & Tourism spending is compared with total government spending Internal Travel & Tourism consumption is compared with total internal consumption (i.e. total domestic spending plus total export) Leisure Travel & Tourism contribution to GDP is compared with total GDP Business Travel & Tourism contribution to GDP is compared with total GDP Travel & Tourism capital investment spending is compared with all fixed investment spending;units;% share;7.4;5.5;5.3;5.9;6;4.3;3.6;3.7;4.4;5.4;5.4;6.3;5.9;7.1;7.9;6.6;5.3;5.8;5.2;5.6;5.4;5.1;5;5.5;5.5;5.5
SY;Syria;SY;KN.TTTCE;Travel & Tourism Total Contribution to Employment;The number of jobs generated directly in the Travel & Tourism industry plus the indirect and induced contributions.;KN.B5;% share;The share of Travel & Tourism spending or employment in the equivalent economy-wide concept in the published national income accounts or labour market statistics. Visitor exports are compared with exports of all goods and services Domestic Travel & Tourism spending is compared with GDP Government individual Travel & Tourism spending is compared with total government spending Internal Travel & Tourism consumption is compared with total internal consumption (i.e. total domestic spending plus total export) Leisure Travel & Tourism contribution to GDP is compared with total GDP Business Travel & Tourism contribution to GDP is compared with total GDP Travel & Tourism capital investment spending is compared with all fixed investment spending;units;% share;7.3;9;9.2;9.9;13.6;14.4;13.2;14;14.2;13.4;13.1;12.7;12;11.3;13.8;13.4;12.9;14.1;12.5;14.3;18.9;14;9.6;8.6;8.2;8
AE;United Arab Emirates;AE;KN.TTTCE;Travel & Tourism Total Contribution to Employment;The number of jobs generated directly in the Travel & Tourism industry plus the indirect and induced contributions.;KN.B5;% share;The share of Travel & Tourism spending or employment in the equivalent economy-wide concept in the published national income accounts or labour market statistics. Visitor exports are compared with exports of all goods and services Domestic Travel & Tourism spending is compared with GDP Government individual Travel & Tourism spending is compared with total government spending Internal Travel & Tourism consumption is compared with total internal consumption (i.e. total domestic spending plus total export) Leisure Travel & Tourism contribution to GDP is compared with total GDP Business Travel & Tourism contribution to GDP is compared with total GDP Travel & Tourism capital investment spending is compared with all fixed investment spending;units;% share;5.3;4.8;5;4;4.8;5.4;6.2;6.7;6.3;6;5.7;6.4;6.2;6.2;5.9;7.4;7.5;10.3;10.8;10;11.7;11.4;11.3;11.2;11.3;11.4
YE;Yemen;YE;KN.TTTCE;Travel & Tourism Total Contribution to Employment;The number of jobs generated directly in the Travel & Tourism industry plus the indirect and induced contributions.;KN.B5;% share;The share of Travel & Tourism spending or employment in the equivalent economy-wide concept in the published national income accounts or labour market statistics. Visitor exports are compared with exports of all goods and services Domestic Travel & Tourism spending is compared with GDP Government individual Travel & Tourism spending is compared with total government spending Internal Travel & Tourism consumption is compared with total internal consumption (i.e. total domestic spending plus total export) Leisure Travel & Tourism contribution to GDP is compared with total GDP Business Travel & Tourism contribution to GDP is compared with total GDP Travel & Tourism capital investment spending is compared with all fixed investment spending;units;% share;2.9;3.1;3.6;3.9;4.4;2.9;2.6;3.2;3.6;4.1;3.7;3.7;3.3;4.2;3.8;4.5;4.9;5.4;6.4;6.7;7.2;5.8;5.9;6;6.1;6.2
KN.A105;North Africa;-;KN.TTTCE;Travel & Tourism Total Contribution to Employment;The number of jobs generated directly in the Travel & Tourism industry plus the indirect and induced contributions.;KN.B5;% share;The share of Travel & Tourism spending or employment in the equivalent economy-wide concept in the published national income accounts or labour market statistics. Visitor exports are compared with exports of all goods and services Domestic Travel & Tourism spending is compared with GDP Government individual Travel & Tourism spending is compared with total government spending Internal Travel & Tourism consumption is compared with total internal consumption (i.e. total domestic spending plus total export) Leisure Travel & Tourism contribution to GDP is compared with total GDP Business Travel & Tourism contribution to GDP is compared with total GDP Travel & Tourism capital investment spending is compared with all fixed investment spending;units;% share;7.7;8.4;9.2;7.6;8.2;8.8;9.8;10.4;9.6;10.6;10.8;11.5;11.6;12.5;14;14.4;14.9;15.3;14.6;14;13.7;12.3;12.5;11.6;11.6;11.8
DZ;Algeria;DZ;KN.TTTCE;Travel & Tourism Total Contribution to Employment;The number of jobs generated directly in the Travel & Tourism industry plus the indirect and induced contributions.;KN.B5;% share;The share of Travel & Tourism spending or employment in the equivalent economy-wide concept in the published national income accounts or labour market statistics. Visitor exports are compared with exports of all goods and services Domestic Travel & Tourism spending is compared with GDP Government individual Travel & Tourism spending is compared with total government spending Internal Travel & Tourism consumption is compared with total internal consumption (i.e. total domestic spending plus total export) Leisure Travel & Tourism contribution to GDP is compared with total GDP Business Travel & Tourism contribution to GDP is compared with total GDP Travel & Tourism capital investment spending is compared with all fixed investment spending;units;% share;4;4.1;4.3;4.2;3.7;4;4.3;5;5.2;5;5;5.5;5.9;6.5;7.1;6.8;7.3;6.7;6;6.8;6.5;6.8;6.8;6.6;6.6;6.8
EG;Egypt;EG;KN.TTTCE;Travel & Tourism Total Contribution to Employment;The number of jobs generated directly in the Travel & Tourism industry plus the indirect and induced contributions.;KN.B5;% share;The share of Travel & Tourism spending or employment in the equivalent economy-wide concept in the published national income accounts or labour market statistics. Visitor exports are compared with exports of all goods and services Domestic Travel & Tourism spending is compared with GDP Government individual Travel & Tourism spending is compared with total government spending Internal Travel & Tourism consumption is compared with total internal consumption (i.e. total domestic spending plus total export) Leisure Travel & Tourism contribution to GDP is compared with total GDP Business Travel & Tourism contribution to GDP is compared with total GDP Travel & Tourism capital investment spending is compared with all fixed investment spending;units;% share;8.3;10.1;10.8;7.5;8.9;10;11.1;12;10.3;12.1;12.3;12.3;12.8;14.4;16.7;16.7;16.6;17.1;16.7;15.8;15.5;13.3;13.3;13.3;13.2;13.1
LY;Libya;LY;KN.TTTCE;Travel & Tourism Total Contribution to Employment;The number of jobs generated directly in the Travel & Tourism industry plus the indirect and induced contributions.;KN.B5;% share;The share of Travel & Tourism spending or employment in the equivalent economy-wide concept in the published national income accounts or labour market statistics. Visitor exports are compared with exports of all goods and services Domestic Travel & Tourism spending is compared with GDP Government individual Travel & Tourism spending is compared with total government spending Internal Travel & Tourism consumption is compared with total internal consumption (i.e. total domestic spending plus total export) Leisure Travel & Tourism contribution to GDP is compared with total GDP Business Travel & Tourism contribution to GDP is compared with total GDP Travel & Tourism capital investment spending is compared with all fixed investment spending;units;% share;3.4;3.9;3.3;3.3;3.7;3.9;4.1;4.8;4.8;4.9;5.5;5.4;6;5.5;5.7;6.3;4;3.6;3.4;3.9;3;3.8;3.6;3.6;3.4;3.5
MA;Morocco;MA;KN.TTTCE;Travel & Tourism Total Contribution to Employment;The number of jobs generated directly in the Travel & Tourism industry plus the indirect and induced contributions.;KN.B5;% share;The share of Travel & Tourism spending or employment in the equivalent economy-wide concept in the published national income accounts or labour market statistics. Visitor exports are compared with exports of all goods and services Domestic Travel & Tourism spending is compared with GDP Government individual Travel & Tourism spending is compared with total government spending Internal Travel & Tourism consumption is compared with total internal consumption (i.e. total domestic spending plus total export) Leisure Travel & Tourism contribution to GDP is compared with total GDP Business Travel & Tourism contribution to GDP is compared with total GDP Travel & Tourism capital investment spending is compared with all fixed investment spending;units;% share;8;7.6;8.8;9;8.5;8.8;9.9;9.9;10;10.4;10.7;13.1;13;13;14.4;16.4;18.5;19.9;18.6;17.1;17.3;17.1;16.7;16.9;17.3;17.3
TN;Tunisia;TN;KN.TTTCE;Travel & Tourism Total Contribution to Employment;The number of jobs generated directly in the Travel & Tourism industry plus the indirect and induced contributions.;KN.B5;% share;The share of Travel & Tourism spending or employment in the equivalent economy-wide concept in the published national income accounts or labour market statistics. Visitor exports are compared with exports of all goods and services Domestic Travel & Tourism spending is compared with GDP Government individual Travel & Tourism spending is compared with total government spending Internal Travel & Tourism consumption is compared with total internal consumption (i.e. total domestic spending plus total export) Leisure Travel & Tourism contribution to GDP is compared with total GDP Business Travel & Tourism contribution to GDP is compared with total GDP Travel & Tourism capital investment spending is compared with all fixed investment spending;units;% share;11.4;9.4;11.7;12.2;14.2;14.3;15;15.8;15.6;16;17.3;17.7;15.8;15;16;17.5;17.9;17.6;17.1;16.5;15.9;12.7;13.7;12.9;13.1;13.2
KN.A111;North America;NAmer;KN.TTTCE;Travel & Tourism Total Contribution to Employment;The number of jobs generated directly in the Travel & Tourism industry plus the indirect and induced contributions.;KN.B5;% share;The share of Travel & Tourism spending or employment in the equivalent economy-wide concept in the published national income accounts or labour market statistics. Visitor exports are compared with exports of all goods and services Domestic Travel & Tourism spending is compared with GDP Government individual Travel & Tourism spending is compared with total government spending Internal Travel & Tourism consumption is compared with total internal consumption (i.e. total domestic spending plus total export) Leisure Travel & Tourism contribution to GDP is compared with total GDP Business Travel & Tourism contribution to GDP is compared with total GDP Travel & Tourism capital investment spending is compared with all fixed investment spending;units;% share;9.7;9.7;9.7;9.9;9.8;10.2;10.7;10.5;11;11.1;11.5;11.7;11.2;11.4;11.6;11.5;11.5;11.5;11.5;10.6;10.4;10.5;10.4;10.4;10.4;10.5
CA;Canada;CA;KN.TTTCE;Travel & Tourism Total Contribution to Employment;The number of jobs generated directly in the Travel & Tourism industry plus the indirect and induced contributions.;KN.B5;% share;The share of Travel & Tourism spending or employment in the equivalent economy-wide concept in the published national income accounts or labour market statistics. Visitor exports are compared with exports of all goods and services Domestic Travel & Tourism spending is compared with GDP Government individual Travel & Tourism spending is compared with total government spending Internal Travel & Tourism consumption is compared with total internal consumption (i.e. total domestic spending plus total export) Leisure Travel & Tourism contribution to GDP is compared with total GDP Business Travel & Tourism contribution to GDP is compared with total GDP Travel & Tourism capital investment spending is compared with all fixed investment spending;units;% share;5.5;5.4;5.4;5.4;5.7;5.7;6.1;6.1;6.5;6.4;7.5;7.7;7.7;7.4;7.9;7.2;6.7;6.1;5.9;5.6;5.5;5.2;5.2;5.3;5.3;5.4
MX;Mexico;MX;KN.TTTCE;Travel & Tourism Total Contribution to Employment;The number of jobs generated directly in the Travel & Tourism industry plus the indirect and induced contributions.;KN.B5;% share;The share of Travel & Tourism spending or employment in the equivalent economy-wide concept in the published national income accounts or labour market statistics. Visitor exports are compared with exports of all goods and services Domestic Travel & Tourism spending is compared with GDP Government individual Travel & Tourism spending is compared with total government spending Internal Travel & Tourism consumption is compared with total internal consumption (i.e. total domestic spending plus total export) Leisure Travel & Tourism contribution to GDP is compared with total GDP Business Travel & Tourism contribution to GDP is compared with total GDP Travel & Tourism capital investment spending is compared with all fixed investment spending;units;% share;13.6;13.3;13.6;13.4;13.4;14.7;14.8;13.4;15.4;15.9;16.1;18.4;17.4;18.7;18.2;18.4;17.8;17.5;17;15.3;14.7;13.8;13.8;13.9;13.9;14
US;United States;US;KN.TTTCE;Travel & Tourism Total Contribution to Employment;The number of jobs generated directly in the Travel & Tourism industry plus the indirect and induced contributions.;KN.B5;% share;The share of Travel & Tourism spending or employment in the equivalent economy-wide concept in the published national income accounts or labour market statistics. Visitor exports are compared with exports of all goods and services Domestic Travel & Tourism spending is compared with GDP Government individual Travel & Tourism spending is compared with total government spending Internal Travel & Tourism consumption is compared with total internal consumption (i.e. total domestic spending plus total export) Leisure Travel & Tourism contribution to GDP is compared with total GDP Business Travel & Tourism contribution to GDP is compared with total GDP Travel & Tourism capital investment spending is compared with all fixed investment spending;units;% share;9.2;9.1;9.1;9.3;9.2;9.4;9.9;10.1;10.2;10.2;10.7;10.2;9.8;9.8;10.1;10.1;10.2;10.3;10.5;9.9;9.9;10.1;10;9.9;9.8;9.8
KN.A115;Northeast Asia;-;KN.TTTCE;Travel & Tourism Total Contribution to Employment;The number of jobs generated directly in the Travel & Tourism industry plus the indirect and induced contributions.;KN.B5;% share;The share of Travel & Tourism spending or employment in the equivalent economy-wide concept in the published national income accounts or labour market statistics. Visitor exports are compared with exports of all goods and services Domestic Travel & Tourism spending is compared with GDP Government individual Travel & Tourism spending is compared with total government spending Internal Travel & Tourism consumption is compared with total internal consumption (i.e. total domestic spending plus total export) Leisure Travel & Tourism contribution to GDP is compared with total GDP Business Travel & Tourism contribution to GDP is compared with total GDP Travel & Tourism capital investment spending is compared with all fixed investment spending;units;% share;7.9;8.2;7.7;8.2;8.1;8.6;8.4;8.3;8.5;8.4;7.9;7.4;7.3;7.3;7.7;8.2;8.6;8.6;8.2;8;7.9;8.1;8.2;8.2;8.4;8.6
CN;China;CN;KN.TTTCE;Travel & Tourism Total Contribution to Employment;The number of jobs generated directly in the Travel & Tourism industry plus the indirect and induced contributions.;KN.B5;% share;The share of Travel & Tourism spending or employment in the equivalent economy-wide concept in the published national income accounts or labour market statistics. Visitor exports are compared with exports of all goods and services Domestic Travel & Tourism spending is compared with GDP Government individual Travel & Tourism spending is compared with total government spending Internal Travel & Tourism consumption is compared with total internal consumption (i.e. total domestic spending plus total export) Leisure Travel & Tourism contribution to GDP is compared with total GDP Business Travel & Tourism contribution to GDP is compared with total GDP Travel & Tourism capital investment spending is compared with all fixed investment spending;units;% share;8.2;8.4;7.9;8.5;8.3;8.9;8.6;8.5;8.6;8.6;8;7.4;7.3;7.3;7.8;8.4;8.9;8.8;8.3;8.1;8;8.3;8.3;8.3;8.5;8.7
HK;Hong Kong;HK;KN.TTTCE;Travel & Tourism Total Contribution to Employment;The number of jobs generated directly in the Travel & Tourism industry plus the indirect and induced contributions.;KN.B5;% share;The share of Travel & Tourism spending or employment in the equivalent economy-wide concept in the published national income accounts or labour market statistics. Visitor exports are compared with exports of all goods and services Domestic Travel & Tourism spending is compared with GDP Government individual Travel & Tourism spending is compared with total government spending Internal Travel & Tourism consumption is compared with total internal consumption (i.e. total domestic spending plus total export) Leisure Travel & Tourism contribution to GDP is compared with total GDP Business Travel & Tourism contribution to GDP is compared with total GDP Travel & Tourism capital investment spending is compared with all fixed investment spending;units;% share;7.7;6.7;6.8;6.7;6.7;6.9;7.6;7.6;6;6.6;7.8;7.3;9.2;8.2;10;10.4;11.5;12.2;13.3;13.7;14.9;15.2;16.2;16.1;15.7;15.5
JP;Japan;JP;KN.TTTCE;Travel & Tourism Total Contribution to Employment;The number of jobs generated directly in the Travel & Tourism industry plus the indirect and induced contributions.;KN.B5;% share;The share of Travel & Tourism spending or employment in the equivalent economy-wide concept in the published national income accounts or labour market statistics. Visitor exports are compared with exports of all goods and services Domestic Travel & Tourism spending is compared with GDP Government individual Travel & Tourism spending is compared with total government spending Internal Travel & Tourism consumption is compared with total internal consumption (i.e. total domestic spending plus total export) Leisure Travel & Tourism contribution to GDP is compared with total GDP Business Travel & Tourism contribution to GDP is compared with total GDP Travel & Tourism capital investment spending is compared with all fixed investment spending;units;% share;5.8;5.9;6;6.2;6.4;6.3;6.7;6.9;7.3;7.2;7.1;7.4;7.4;7.2;7;7;7.3;7.3;7.1;7;6.9;6.9;6.9;6.9;7;6.9
MO;Macau;MO;KN.TTTCE;Travel & Tourism Total Contribution to Employment;The number of jobs generated directly in the Travel & Tourism industry plus the indirect and induced contributions.;KN.B5;% share;The share of Travel & Tourism spending or employment in the equivalent economy-wide concept in the published national income accounts or labour market statistics. Visitor exports are compared with exports of all goods and services Domestic Travel & Tourism spending is compared with GDP Government individual Travel & Tourism spending is compared with total government spending Internal Travel & Tourism consumption is compared with total internal consumption (i.e. total domestic spending plus total export) Leisure Travel & Tourism contribution to GDP is compared with total GDP Business Travel & Tourism contribution to GDP is compared with total GDP Travel & Tourism capital investment spending is compared with all fixed investment spending;units;% share;28.6;49.9;43.5;48.8;47.2;52;51.5;49.8;45.6;38.8;43.1;48.7;53.8;55.3;58.6;56.4;61.4;84.7;82.4;84.1;93.5;87.1;90;88.3;87.8;87.5
MN;Mongolia;MN;KN.TTTCE;Travel & Tourism Total Contribution to Employment;The number of jobs generated directly in the Travel & Tourism industry plus the indirect and induced contributions.;KN.B5;% share;The share of Travel & Tourism spending or employment in the equivalent economy-wide concept in the published national income accounts or labour market statistics. Visitor exports are compared with exports of all goods and services Domestic Travel & Tourism spending is compared with GDP Government individual Travel & Tourism spending is compared with total government spending Internal Travel & Tourism consumption is compared with total internal consumption (i.e. total domestic spending plus total export) Leisure Travel & Tourism contribution to GDP is compared with total GDP Business Travel & Tourism contribution to GDP is compared with total GDP Travel & Tourism capital investment spending is compared with all fixed investment spending;units;% share;3;3.2;2.3;19;17.5;5;3.9;8.1;9.7;10.7;11.5;12;10.8;12.2;12.9;8.9;7.4;9.2;6.9;9.6;7.6;5.6;5;4.7;4.4;4.3
KR;South Korea;KR;KN.TTTCE;Travel & Tourism Total Contribution to Employment;The number of jobs generated directly in the Travel & Tourism industry plus the indirect and induced contributions.;KN.B5;% share;The share of Travel & Tourism spending or employment in the equivalent economy-wide concept in the published national income accounts or labour market statistics. Visitor exports are compared with exports of all goods and services Domestic Travel & Tourism spending is compared with GDP Government individual Travel & Tourism spending is compared with total government spending Internal Travel & Tourism consumption is compared with total internal consumption (i.e. total domestic spending plus total export) Leisure Travel & Tourism contribution to GDP is compared with total GDP Business Travel & Tourism contribution to GDP is compared with total GDP Travel & Tourism capital investment spending is compared with all fixed investment spending;units;% share;8.2;7.6;7.4;7.4;6.9;7.1;6.8;7.1;8.2;7.7;6.9;7.3;7.4;7;6.9;6.3;6;6;6.2;6.5;6;5.9;6.4;6.3;6.2;6.2
TW;Taiwan;TW;KN.TTTCE;Travel & Tourism Total Contribution to Employment;The number of jobs generated directly in the Travel & Tourism industry plus the indirect and induced contributions.;KN.B5;% share;The share of Travel & Tourism spending or employment in the equivalent economy-wide concept in the published national income accounts or labour market statistics. Visitor exports are compared with exports of all goods and services Domestic Travel & Tourism spending is compared with GDP Government individual Travel & Tourism spending is compared with total government spending Internal Travel & Tourism consumption is compared with total internal consumption (i.e. total domestic spending plus total export) Leisure Travel & Tourism contribution to GDP is compared with total GDP Business Travel & Tourism contribution to GDP is compared with total GDP Travel & Tourism capital investment spending is compared with all fixed investment spending;units;% share;4.8;4.8;4.6;4.4;5;5;5.6;5.2;4.9;5;4.8;4.7;5.3;4.4;3.8;3.8;4.1;4.2;4.1;4;5;5.5;5.5;5.4;5.6;5.8
KN.A123;Oceania;Oceania;KN.TTTCE;Travel & Tourism Total Contribution to Employment;The number of jobs generated directly in the Travel & Tourism industry plus the indirect and induced contributions.;KN.B5;% share;The share of Travel & Tourism spending or employment in the equivalent economy-wide concept in the published national income accounts or labour market statistics. Visitor exports are compared with exports of all goods and services Domestic Travel & Tourism spending is compared with GDP Government individual Travel & Tourism spending is compared with total government spending Internal Travel & Tourism consumption is compared with total internal consumption (i.e. total domestic spending plus total export) Leisure Travel & Tourism contribution to GDP is compared with total GDP Business Travel & Tourism contribution to GDP is compared with total GDP Travel & Tourism capital investment spending is compared with all fixed investment spending;units;% share;13.7;14.4;14.4;14;14.8;15;15.6;15.3;15.3;15.5;16.6;15.8;15.9;15.2;14.5;15.5;13.4;13.3;12.7;13;12.9;12.6;12.3;12.4;12.4;12.3
AU;Australia;AU;KN.TTTCE;Travel & Tourism Total Contribution to Employment;The number of jobs generated directly in the Travel & Tourism industry plus the indirect and induced contributions.;KN.B5;% share;The share of Travel & Tourism spending or employment in the equivalent economy-wide concept in the published national income accounts or labour market statistics. Visitor exports are compared with exports of all goods and services Domestic Travel & Tourism spending is compared with GDP Government individual Travel & Tourism spending is compared with total government spending Internal Travel & Tourism consumption is compared with total internal consumption (i.e. total domestic spending plus total export) Leisure Travel & Tourism contribution to GDP is compared with total GDP Business Travel & Tourism contribution to GDP is compared with total GDP Travel & Tourism capital investment spending is compared with all fixed investment spending;units;% share;12.8;13.5;13.4;13;14.1;14.3;14.6;14.6;14.4;14.7;16;15.7;15.4;14.8;13.9;16.1;13.3;12.6;11.5;12;12.4;12;11.9;12.3;12;11.6
FJ;Fiji;FJ;KN.TTTCE;Travel & Tourism Total Contribution to Employment;The number of jobs generated directly in the Travel & Tourism industry plus the indirect and induced contributions.;KN.B5;% share;The share of Travel & Tourism spending or employment in the equivalent economy-wide concept in the published national income accounts or labour market statistics. Visitor exports are compared with exports of all goods and services Domestic Travel & Tourism spending is compared with GDP Government individual Travel & Tourism spending is compared with total government spending Internal Travel & Tourism consumption is compared with total internal consumption (i.e. total domestic spending plus total export) Leisure Travel & Tourism contribution to GDP is compared with total GDP Business Travel & Tourism contribution to GDP is compared with total GDP Travel & Tourism capital investment spending is compared with all fixed investment spending;units;% share;24.8;26.7;24.6;24.5;23.5;27.6;26.1;25.7;26.3;23.7;24.5;25.5;27.6;27.3;29.6;33.3;30.6;29.9;30.8;29.9;32;29.7;32.2;34.1;35.2;36.7
KI;Kiribati;KI;KN.TTTCE;Travel & Tourism Total Contribution to Employment;The number of jobs generated directly in the Travel & Tourism industry plus the indirect and induced contributions.;KN.B5;% share;The share of Travel & Tourism spending or employment in the equivalent economy-wide concept in the published national income accounts or labour market statistics. Visitor exports are compared with exports of all goods and services Domestic Travel & Tourism spending is compared with GDP Government individual Travel & Tourism spending is compared with total government spending Internal Travel & Tourism consumption is compared with total internal consumption (i.e. total domestic spending plus total export) Leisure Travel & Tourism contribution to GDP is compared with total GDP Business Travel & Tourism contribution to GDP is compared with total GDP Travel & Tourism capital investment spending is compared with all fixed investment spending;units;% share;13.6;15.1;25.4;20.6;18.4;14.4;16.5;16.3;9.9;8.6;17.7;17.7;17.1;18.1;13.1;12.9;14.5;15.4;19.9;21.7;21.3;20.5;19.7;19.4;20.2;20.7
NZ;New Zealand;NZ;KN.TTTCE;Travel & Tourism Total Contribution to Employment;The number of jobs generated directly in the Travel & Tourism industry plus the indirect and induced contributions.;KN.B5;% share;The share of Travel & Tourism spending or employment in the equivalent economy-wide concept in the published national income accounts or labour market statistics. Visitor exports are compared with exports of all goods and services Domestic Travel & Tourism spending is compared with GDP Government individual Travel & Tourism spending is compared with total government spending Internal Travel & Tourism consumption is compared with total internal consumption (i.e. total domestic spending plus total export) Leisure Travel & Tourism contribution to GDP is compared with total GDP Business Travel & Tourism contribution to GDP is compared with total GDP Travel & Tourism capital investment spending is compared with all fixed investment spending;units;% share;21.9;23.1;22.9;23;23.3;23.8;25.3;23.6;25;25.1;25.1;22.1;21.7;21;18.8;18;17.8;17.7;17.6;19.3;19;19.6;19.1;19;19.3;19.7
