"country","variable","measure","Unit","Date","Value"
"Taiwan","Visitor Exports","% share","% share","1/1/2013 12:00:00 AM",3.8
"Taiwan","Visitor Exports","% share","% share","1/1/2014 12:00:00 AM",3.5
"Taiwan","Visitor Exports","US$ bn","US$ bn","1/1/2012 12:00:00 AM",13.889
"Taiwan","Visitor Exports","US$ bn","US$ bn","1/1/2013 12:00:00 AM",14.489
"Taiwan","Visitor Exports","US$ bn","US$ bn","1/1/2014 12:00:00 AM",15.443
"Taiwan","Capital Investment","% share","% share","1/1/2012 12:00:00 AM",5.2
"Taiwan","Capital Investment","% share","% share","1/1/2013 12:00:00 AM",5.3
"Taiwan","Capital Investment","% share","% share","1/1/2014 12:00:00 AM",5.4
"Taiwan","Capital Investment","US$ bn","US$ bn","1/1/2012 12:00:00 AM",4.981
"Taiwan","Capital Investment","US$ bn","US$ bn","1/1/2013 12:00:00 AM",5.392
"Taiwan","Capital Investment","US$ bn","US$ bn","1/1/2014 12:00:00 AM",5.932
"Oceania","Travel & Tourism Total Contribution to GDP","% share","% share","1/1/2012 12:00:00 AM",10.8
"Oceania","Travel & Tourism Total Contribution to GDP","% share","% share","1/1/2013 12:00:00 AM",10.8
"Oceania","Travel & Tourism Total Contribution to GDP","% share","% share","1/1/2014 12:00:00 AM",10.8
"Oceania","Travel & Tourism Total Contribution to GDP","US$ bn","US$ bn","1/1/2012 12:00:00 AM",191.248
"Oceania","Travel & Tourism Total Contribution to GDP","US$ bn","US$ bn","1/1/2013 12:00:00 AM",188.018
"Oceania","Travel & Tourism Total Contribution to GDP","US$ bn","US$ bn","1/1/2014 12:00:00 AM",193.771
"Oceania","Travel & Tourism Total Contribution to Employment","% share","% share","1/1/2012 12:00:00 AM",12.3
"Oceania","Travel & Tourism Total Contribution to Employment","% share","% share","1/1/2013 12:00:00 AM",12.4
"Oceania","Travel & Tourism Total Contribution to Employment","% share","% share","1/1/2014 12:00:00 AM",12.4
"Oceania","Travel & Tourism Total Contribution to Employment","thousands","thousands of persons","1/1/2012 12:00:00 AM",2172.5
"Oceania","Travel & Tourism Total Contribution to Employment","thousands","thousands of persons","1/1/2013 12:00:00 AM",2231.5
"Oceania","Travel & Tourism Total Contribution to Employment","thousands","thousands of persons","1/1/2014 12:00:00 AM",2258
"Oceania","Travel & Tourism Direct Contribution to GDP","% share","% share","1/1/2012 12:00:00 AM",2.8
"Oceania","Travel & Tourism Direct Contribution to GDP","% share","% share","1/1/2013 12:00:00 AM",2.8
"Oceania","Travel & Tourism Direct Contribution to GDP","% share","% share","1/1/2014 12:00:00 AM",2.8
"Oceania","Travel & Tourism Direct Contribution to GDP","US$ bn","US$ bn","1/1/2012 12:00:00 AM",50.111
"Oceania","Travel & Tourism Direct Contribution to GDP","US$ bn","US$ bn","1/1/2013 12:00:00 AM",49.606
"Oceania","Travel & Tourism Direct Contribution to GDP","US$ bn","US$ bn","1/1/2014 12:00:00 AM",51.205
"Oceania","Travel & Tourism Direct Contribution to Employment","% share","% share","1/1/2012 12:00:00 AM",4.3
"Oceania","Travel & Tourism Direct Contribution to Employment","% share","% share","1/1/2013 12:00:00 AM",4.4
"Oceania","Travel & Tourism Direct Contribution to Employment","% share","% share","1/1/2014 12:00:00 AM",4.3
"Oceania","Travel & Tourism Direct Contribution to Employment","thousands","thousands of persons","1/1/2012 12:00:00 AM",758.8
"Oceania","Travel & Tourism Direct Contribution to Employment","thousands","thousands of persons","1/1/2013 12:00:00 AM",787.8
"Oceania","Travel & Tourism Direct Contribution to Employment","thousands","thousands of persons","1/1/2014 12:00:00 AM",796.2
"Oceania","Visitor Exports","% share","% share","1/1/2012 12:00:00 AM",8.6
"Oceania","Visitor Exports","% share","% share","1/1/2013 12:00:00 AM",8.8
"Oceania","Visitor Exports","% share","% share","1/1/2014 12:00:00 AM",8.7
"Oceania","Visitor Exports","US$ bn","US$ bn","1/1/2012 12:00:00 AM",33.1
"Oceania","Visitor Exports","US$ bn","US$ bn","1/1/2013 12:00:00 AM",33.452
"Oceania","Visitor Exports","US$ bn","US$ bn","1/1/2014 12:00:00 AM",34.782
"Oceania","Capital Investment","% share","% share","1/1/2012 12:00:00 AM",5
"Oceania","Capital Investment","% share","% share","1/1/2013 12:00:00 AM",5
"Oceania","Capital Investment","% share","% share","1/1/2014 12:00:00 AM",5.1
"Oceania","Capital Investment","US$ bn","US$ bn","1/1/2012 12:00:00 AM",23.959
"Oceania","Capital Investment","US$ bn","US$ bn","1/1/2013 12:00:00 AM",23.25
"Oceania","Capital Investment","US$ bn","US$ bn","1/1/2014 12:00:00 AM",24.381
"Australia","Travel & Tourism Total Contribution to GDP","% share","% share","1/1/2012 12:00:00 AM",9.8
"Australia","Travel & Tourism Total Contribution to GDP","% share","% share","1/1/2013 12:00:00 AM",9.8
"Australia","Travel & Tourism Total Contribution to GDP","% share","% share","1/1/2014 12:00:00 AM",9.6
"Australia","Travel & Tourism Total Contribution to GDP","US$ bn","US$ bn","1/1/2012 12:00:00 AM",151.771
"Australia","Travel & Tourism Total Contribution to GDP","US$ bn","US$ bn","1/1/2013 12:00:00 AM",153.406
"Australia","Travel & Tourism Total Contribution to GDP","US$ bn","US$ bn","1/1/2014 12:00:00 AM",152.797
"Australia","Travel & Tourism Total Contribution to Employment","% share","% share","1/1/2012 12:00:00 AM",11.9
"Australia","Travel & Tourism Total Contribution to Employment","% share","% share","1/1/2013 12:00:00 AM",12.3
"Australia","Travel & Tourism Total Contribution to Employment","% share","% share","1/1/2014 12:00:00 AM",12
"Australia","Travel & Tourism Total Contribution to Employment","thousands","thousands of persons","1/1/2012 12:00:00 AM",1378.6
"Australia","Travel & Tourism Total Contribution to Employment","thousands","thousands of persons","1/1/2013 12:00:00 AM",1431.4
"Australia","Travel & Tourism Total Contribution to Employment","thousands","thousands of persons","1/1/2014 12:00:00 AM",1417.2
"Australia","Travel & Tourism Direct Contribution to GDP","% share","% share","1/1/2012 12:00:00 AM",2.3
"Australia","Travel & Tourism Direct Contribution to GDP","% share","% share","1/1/2013 12:00:00 AM",2.3
"Australia","Travel & Tourism Direct Contribution to GDP","% share","% share","1/1/2014 12:00:00 AM",2.3
"Australia","Travel & Tourism Direct Contribution to GDP","US$ bn","US$ bn","1/1/2012 12:00:00 AM",36.787
"Australia","Travel & Tourism Direct Contribution to GDP","US$ bn","US$ bn","1/1/2013 12:00:00 AM",36.965
"Australia","Travel & Tourism Direct Contribution to GDP","US$ bn","US$ bn","1/1/2014 12:00:00 AM",36.602
"Australia","Travel & Tourism Direct Contribution to Employment","% share","% share","1/1/2012 12:00:00 AM",4.2
"Australia","Travel & Tourism Direct Contribution to Employment","% share","% share","1/1/2013 12:00:00 AM",4.3
"Australia","Travel & Tourism Direct Contribution to Employment","% share","% share","1/1/2014 12:00:00 AM",4.2
"Australia","Travel & Tourism Direct Contribution to Employment","thousands","thousands of persons","1/1/2012 12:00:00 AM",485.1
"Australia","Travel & Tourism Direct Contribution to Employment","thousands","thousands of persons","1/1/2013 12:00:00 AM",505.3
"Australia","Travel & Tourism Direct Contribution to Employment","thousands","thousands of persons","1/1/2014 12:00:00 AM",496.5
"Australia","Visitor Exports","% share","% share","1/1/2012 12:00:00 AM",6.8
"Australia","Visitor Exports","% share","% share","1/1/2013 12:00:00 AM",6.9
"Australia","Visitor Exports","% share","% share","1/1/2014 12:00:00 AM",6.6
"Australia","Visitor Exports","US$ bn","US$ bn","1/1/2012 12:00:00 AM",21.555
"Australia","Visitor Exports","US$ bn","US$ bn","1/1/2013 12:00:00 AM",22.217
"Australia","Visitor Exports","US$ bn","US$ bn","1/1/2014 12:00:00 AM",22.422
"Australia","Capital Investment","% share","% share","1/1/2012 12:00:00 AM",5.7
"Australia","Capital Investment","% share","% share","1/1/2013 12:00:00 AM",5.7
"Australia","Capital Investment","% share","% share","1/1/2014 12:00:00 AM",5.7
"Australia","Capital Investment","US$ bn","US$ bn","1/1/2012 12:00:00 AM",24.95
"Australia","Capital Investment","US$ bn","US$ bn","1/1/2013 12:00:00 AM",25.767
"Australia","Capital Investment","US$ bn","US$ bn","1/1/2014 12:00:00 AM",26.623
"Fiji","Travel & Tourism Total Contribution to GDP","% share","% share","1/1/2012 12:00:00 AM",35.7
"Fiji","Travel & Tourism Total Contribution to GDP","% share","% share","1/1/2013 12:00:00 AM",37.8
"Fiji","Travel & Tourism Total Contribution to GDP","% share","% share","1/1/2014 12:00:00 AM",39
"Fiji","Travel & Tourism Total Contribution to GDP","US$ bn","US$ bn","1/1/2012 12:00:00 AM",1.393
"Fiji","Travel & Tourism Total Contribution to GDP","US$ bn","US$ bn","1/1/2013 12:00:00 AM",1.424
"Fiji","Travel & Tourism Total Contribution to GDP","US$ bn","US$ bn","1/1/2014 12:00:00 AM",1.466
"Fiji","Travel & Tourism Total Contribution to Employment","% share","% share","1/1/2012 12:00:00 AM",32.2
"Fiji","Travel & Tourism Total Contribution to Employment","% share","% share","1/1/2013 12:00:00 AM",34.1
"Fiji","Travel & Tourism Total Contribution to Employment","% share","% share","1/1/2014 12:00:00 AM",35.2
"Fiji","Travel & Tourism Total Contribution to Employment","thousands","thousands of persons","1/1/2012 12:00:00 AM",108.6
"Fiji","Travel & Tourism Total Contribution to Employment","thousands","thousands of persons","1/1/2013 12:00:00 AM",118.6
"Fiji","Travel & Tourism Total Contribution to Employment","thousands","thousands of persons","1/1/2014 12:00:00 AM",123.5
"Fiji","Travel & Tourism Direct Contribution to GDP","% share","% share","1/1/2012 12:00:00 AM",13
"Fiji","Travel & Tourism Direct Contribution to GDP","% share","% share","1/1/2013 12:00:00 AM",13.8
"Fiji","Travel & Tourism Direct Contribution to GDP","% share","% share","1/1/2014 12:00:00 AM",14.4
"Fiji","Travel & Tourism Direct Contribution to GDP","US$ bn","US$ bn","1/1/2012 12:00:00 AM",0.508
"Fiji","Travel & Tourism Direct Contribution to GDP","US$ bn","US$ bn","1/1/2013 12:00:00 AM",0.523
"Fiji","Travel & Tourism Direct Contribution to GDP","US$ bn","US$ bn","1/1/2014 12:00:00 AM",0.544
"Fiji","Travel & Tourism Direct Contribution to Employment","% share","% share","1/1/2012 12:00:00 AM",11.6
"Fiji","Travel & Tourism Direct Contribution to Employment","% share","% share","1/1/2013 12:00:00 AM",12.4
"Fiji","Travel & Tourism Direct Contribution to Employment","% share","% share","1/1/2014 12:00:00 AM",13
"Fiji","Travel & Tourism Direct Contribution to Employment","thousands","thousands of persons","1/1/2012 12:00:00 AM",39.3
"Fiji","Travel & Tourism Direct Contribution to Employment","thousands","thousands of persons","1/1/2013 12:00:00 AM",43.3
"Fiji","Travel & Tourism Direct Contribution to Employment","thousands","thousands of persons","1/1/2014 12:00:00 AM",45.5
"Fiji","Visitor Exports","% share","% share","1/1/2012 12:00:00 AM",42.5
"Fiji","Visitor Exports","% share","% share","1/1/2013 12:00:00 AM",40.7
"Fiji","Visitor Exports","% share","% share","1/1/2014 12:00:00 AM",39.1
"Fiji","Visitor Exports","US$ bn","US$ bn","1/1/2012 12:00:00 AM",0.891
"Fiji","Visitor Exports","US$ bn","US$ bn","1/1/2013 12:00:00 AM",0.924
"Fiji","Visitor Exports","US$ bn","US$ bn","1/1/2014 12:00:00 AM",0.964
"Fiji","Capital Investment","% share","% share","1/1/2012 12:00:00 AM",28.1
"Fiji","Capital Investment","% share","% share","1/1/2013 12:00:00 AM",31.3
"Fiji","Capital Investment","% share","% share","1/1/2014 12:00:00 AM",33.1
"Fiji","Capital Investment","US$ bn","US$ bn","1/1/2012 12:00:00 AM",0.198
"Fiji","Capital Investment","US$ bn","US$ bn","1/1/2013 12:00:00 AM",0.208
"Fiji","Capital Investment","US$ bn","US$ bn","1/1/2014 12:00:00 AM",0.212
"Kiribati","Travel & Tourism Total Contribution to GDP","% share","% share","1/1/2012 12:00:00 AM",22.7
"Kiribati","Travel & Tourism Total Contribution to GDP","% share","% share","1/1/2013 12:00:00 AM",22.3
"Kiribati","Travel & Tourism Total Contribution to GDP","% share","% share","1/1/2014 12:00:00 AM",23.2
"Kiribati","Travel & Tourism Total Contribution to GDP","US$ bn","US$ bn","1/1/2012 12:00:00 AM",0.05
"Kiribati","Travel & Tourism Total Contribution to GDP","US$ bn","US$ bn","1/1/2013 12:00:00 AM",0.04
"Kiribati","Travel & Tourism Total Contribution to GDP","US$ bn","US$ bn","1/1/2014 12:00:00 AM",0.05
"Kiribati","Travel & Tourism Total Contribution to Employment","% share","% share","1/1/2012 12:00:00 AM",19.7
"Kiribati","Travel & Tourism Total Contribution to Employment","% share","% share","1/1/2013 12:00:00 AM",19.4
"Kiribati","Travel & Tourism Total Contribution to Employment","% share","% share","1/1/2014 12:00:00 AM",20.2
"Kiribati","Travel & Tourism Total Contribution to Employment","thousands","thousands of persons","1/1/2012 12:00:00 AM",5.6
"Kiribati","Travel & Tourism Total Contribution to Employment","thousands","thousands of persons","1/1/2013 12:00:00 AM",5.6
"Kiribati","Travel & Tourism Total Contribution to Employment","thousands","thousands of persons","1/1/2014 12:00:00 AM",5.9
"Kiribati","Travel & Tourism Direct Contribution to GDP","% share","% share","1/1/2012 12:00:00 AM",8.9
"Kiribati","Travel & Tourism Direct Contribution to GDP","% share","% share","1/1/2013 12:00:00 AM",8.7
"Kiribati","Travel & Tourism Direct Contribution to GDP","% share","% share","1/1/2014 12:00:00 AM",9.1
"Kiribati","Travel & Tourism Direct Contribution to GDP","US$ bn","US$ bn","1/1/2012 12:00:00 AM",0.02
"Kiribati","Travel & Tourism Direct Contribution to GDP","US$ bn","US$ bn","1/1/2013 12:00:00 AM",0.02
"Kiribati","Travel & Tourism Direct Contribution to GDP","US$ bn","US$ bn","1/1/2014 12:00:00 AM",0.02
"Kiribati","Travel & Tourism Direct Contribution to Employment","% share","% share","1/1/2012 12:00:00 AM",7.6
"Kiribati","Travel & Tourism Direct Contribution to Employment","% share","% share","1/1/2013 12:00:00 AM",7.4
"Kiribati","Travel & Tourism Direct Contribution to Employment","% share","% share","1/1/2014 12:00:00 AM",7.8
"Kiribati","Travel & Tourism Direct Contribution to Employment","thousands","thousands of persons","1/1/2012 12:00:00 AM",2.1
"Kiribati","Travel & Tourism Direct Contribution to Employment","thousands","thousands of persons","1/1/2013 12:00:00 AM",2.1
"Kiribati","Travel & Tourism Direct Contribution to Employment","thousands","thousands of persons","1/1/2014 12:00:00 AM",2.2
"Kiribati","Visitor Exports","% share","% share","1/1/2012 12:00:00 AM",17.6
"Kiribati","Visitor Exports","% share","% share","1/1/2013 12:00:00 AM",17.7
"Kiribati","Visitor Exports","% share","% share","1/1/2014 12:00:00 AM",18.6
"Kiribati","Visitor Exports","US$ bn","US$ bn","1/1/2012 12:00:00 AM",0.01
"Kiribati","Visitor Exports","US$ bn","US$ bn","1/1/2013 12:00:00 AM",0.01
"Kiribati","Visitor Exports","US$ bn","US$ bn","1/1/2014 12:00:00 AM",0.01
"Kiribati","Capital Investment","% share","% share","1/1/2012 12:00:00 AM",2.3
"Kiribati","Capital Investment","% share","% share","1/1/2013 12:00:00 AM",2.1
"Kiribati","Capital Investment","% share","% share","1/1/2014 12:00:00 AM",2.2
"Kiribati","Capital Investment","US$ bn","US$ bn","1/1/2012 12:00:00 AM",0
"Kiribati","Capital Investment","US$ bn","US$ bn","1/1/2013 12:00:00 AM",0
"Kiribati","Capital Investment","US$ bn","US$ bn","1/1/2014 12:00:00 AM",0
"New Zealand","Travel & Tourism Total Contribution to GDP","% share","% share","1/1/2012 12:00:00 AM",14.9
"New Zealand","Travel & Tourism Total Contribution to GDP","% share","% share","1/1/2013 12:00:00 AM",15
"New Zealand","Travel & Tourism Total Contribution to GDP","% share","% share","1/1/2014 12:00:00 AM",15.2
"New Zealand","Travel & Tourism Total Contribution to GDP","US$ bn","US$ bn","1/1/2012 12:00:00 AM",24.914
"New Zealand","Travel & Tourism Total Contribution to GDP","US$ bn","US$ bn","1/1/2013 12:00:00 AM",25.274
"New Zealand","Travel & Tourism Total Contribution to GDP","US$ bn","US$ bn","1/1/2014 12:00:00 AM",25.256
"New Zealand","Travel & Tourism Total Contribution to Employment","% share","% share","1/1/2012 12:00:00 AM",19.1
"New Zealand","Travel & Tourism Total Contribution to Employment","% share","% share","1/1/2013 12:00:00 AM",19
"New Zealand","Travel & Tourism Total Contribution to Employment","% share","% share","1/1/2014 12:00:00 AM",19.3
"New Zealand","Travel & Tourism Total Contribution to Employment","thousands","thousands of persons","1/1/2012 12:00:00 AM",426.4
"New Zealand","Travel & Tourism Total Contribution to Employment","thousands","thousands of persons","1/1/2013 12:00:00 AM",430.1
"New Zealand","Travel & Tourism Total Contribution to Employment","thousands","thousands of persons","1/1/2014 12:00:00 AM",442.5
"New Zealand","Travel & Tourism Direct Contribution to GDP","% share","% share","1/1/2012 12:00:00 AM",3.3
"New Zealand","Travel & Tourism Direct Contribution to GDP","% share","% share","1/1/2013 12:00:00 AM",3.4
"New Zealand","Travel & Tourism Direct Contribution to GDP","% share","% share","1/1/2014 12:00:00 AM",3.4
"New Zealand","Travel & Tourism Direct Contribution to GDP","US$ bn","US$ bn","1/1/2012 12:00:00 AM",5.635
"New Zealand","Travel & Tourism Direct Contribution to GDP","US$ bn","US$ bn","1/1/2013 12:00:00 AM",5.742
"New Zealand","Travel & Tourism Direct Contribution to GDP","US$ bn","US$ bn","1/1/2014 12:00:00 AM",5.767
"New Zealand","Travel & Tourism Direct Contribution to Employment","% share","% share","1/1/2012 12:00:00 AM",5.9
"New Zealand","Travel & Tourism Direct Contribution to Employment","% share","% share","1/1/2013 12:00:00 AM",5.9
"New Zealand","Travel & Tourism Direct Contribution to Employment","% share","% share","1/1/2014 12:00:00 AM",6
"New Zealand","Travel & Tourism Direct Contribution to Employment","thousands","thousands of persons","1/1/2012 12:00:00 AM",132.9
"New Zealand","Travel & Tourism Direct Contribution to Employment","thousands","thousands of persons","1/1/2013 12:00:00 AM",134
"New Zealand","Travel & Tourism Direct Contribution to Employment","thousands","thousands of persons","1/1/2014 12:00:00 AM",138.1
"New Zealand","Visitor Exports","% share","% share","1/1/2012 12:00:00 AM",13.5
"New Zealand","Visitor Exports","% share","% share","1/1/2013 12:00:00 AM",13.5
"New Zealand","Visitor Exports","% share","% share","1/1/2014 12:00:00 AM",13.4
"New Zealand","Visitor Exports","US$ bn","US$ bn","1/1/2012 12:00:00 AM",6.534
"New Zealand","Visitor Exports","US$ bn","US$ bn","1/1/2013 12:00:00 AM",6.901
"New Zealand","Visitor Exports","US$ bn","US$ bn","1/1/2014 12:00:00 AM",7.271
"New Zealand","Capital Investment","% share","% share","1/1/2012 12:00:00 AM",8.5
"New Zealand","Capital Investment","% share","% share","1/1/2013 12:00:00 AM",8.2
"New Zealand","Capital Investment","% share","% share","1/1/2014 12:00:00 AM",8.2
"New Zealand","Capital Investment","US$ bn","US$ bn","1/1/2012 12:00:00 AM",2.72
"New Zealand","Capital Investment","US$ bn","US$ bn","1/1/2013 12:00:00 AM",2.791
"New Zealand","Capital Investment","US$ bn","US$ bn","1/1/2014 12:00:00 AM",2.854
"Other Oceania","Travel & Tourism Total Contribution to GDP","% share","% share","1/1/2012 12:00:00 AM",32.6
"Other Oceania","Travel & Tourism Total Contribution to GDP","% share","% share","1/1/2013 12:00:00 AM",32.8
"Other Oceania","Travel & Tourism Total Contribution to GDP","% share","% share","1/1/2014 12:00:00 AM",33.2
"Other Oceania","Travel & Tourism Total Contribution to GDP","US$ bn","US$ bn","1/1/2012 12:00:00 AM",9.436
"Other Oceania","Travel & Tourism Total Contribution to GDP","US$ bn","US$ bn","1/1/2013 12:00:00 AM",10.085
"Other Oceania","Travel & Tourism Total Contribution to GDP","US$ bn","US$ bn","1/1/2014 12:00:00 AM",10.797
"Other Oceania","Travel & Tourism Total Contribution to Employment","% share","% share","1/1/2012 12:00:00 AM",40.4
"Other Oceania","Travel & Tourism Total Contribution to Employment","% share","% share","1/1/2013 12:00:00 AM",40.8
"Other Oceania","Travel & Tourism Total Contribution to Employment","% share","% share","1/1/2014 12:00:00 AM",41.1
"Other Oceania","Travel & Tourism Total Contribution to Employment","thousands","thousands of persons","1/1/2012 12:00:00 AM",156
"Other Oceania","Travel & Tourism Total Contribution to Employment","thousands","thousands of persons","1/1/2013 12:00:00 AM",158.4
"Other Oceania","Travel & Tourism Total Contribution to Employment","thousands","thousands of persons","1/1/2014 12:00:00 AM",161.1
"Other Oceania","Travel & Tourism Direct Contribution to GDP","% share","% share","1/1/2012 12:00:00 AM",12.5
"Other Oceania","Travel & Tourism Direct Contribution to GDP","% share","% share","1/1/2013 12:00:00 AM",12.6
"Other Oceania","Travel & Tourism Direct Contribution to GDP","% share","% share","1/1/2014 12:00:00 AM",12.7
"Other Oceania","Travel & Tourism Direct Contribution to GDP","US$ bn","US$ bn","1/1/2012 12:00:00 AM",3.619
"Other Oceania","Travel & Tourism Direct Contribution to GDP","US$ bn","US$ bn","1/1/2013 12:00:00 AM",3.873
"Other Oceania","Travel & Tourism Direct Contribution to GDP","US$ bn","US$ bn","1/1/2014 12:00:00 AM",4.146
"Other Oceania","Travel & Tourism Direct Contribution to Employment","% share","% share","1/1/2012 12:00:00 AM",17.1
"Other Oceania","Travel & Tourism Direct Contribution to Employment","% share","% share","1/1/2013 12:00:00 AM",17.3
"Other Oceania","Travel & Tourism Direct Contribution to Employment","% share","% share","1/1/2014 12:00:00 AM",17.4
"Other Oceania","Travel & Tourism Direct Contribution to Employment","thousands","thousands of persons","1/1/2012 12:00:00 AM",66.1
"Other Oceania","Travel & Tourism Direct Contribution to Employment","thousands","thousands of persons","1/1/2013 12:00:00 AM",67.2
"Other Oceania","Travel & Tourism Direct Contribution to Employment","thousands","thousands of persons","1/1/2014 12:00:00 AM",68.4
"Other Oceania","Visitor Exports","% share","% share","1/1/2012 12:00:00 AM",52.3
"Other Oceania","Visitor Exports","% share","% share","1/1/2013 12:00:00 AM",52.7
"Other Oceania","Visitor Exports","% share","% share","1/1/2014 12:00:00 AM",53.2
"Other Oceania","Visitor Exports","US$ bn","US$ bn","1/1/2012 12:00:00 AM",6.22
"Other Oceania","Visitor Exports","US$ bn","US$ bn","1/1/2013 12:00:00 AM",6.65
"Other Oceania","Visitor Exports","US$ bn","US$ bn","1/1/2014 12:00:00 AM",7.11
"Other Oceania","Capital Investment","% share","% share","1/1/2012 12:00:00 AM",16.2
"Other Oceania","Capital Investment","% share","% share","1/1/2013 12:00:00 AM",16
"Other Oceania","Capital Investment","% share","% share","1/1/2014 12:00:00 AM",16.2
"Other Oceania","Capital Investment","US$ bn","US$ bn","1/1/2012 12:00:00 AM",0.506
"Other Oceania","Capital Investment","US$ bn","US$ bn","1/1/2013 12:00:00 AM",0.53
"Other Oceania","Capital Investment","US$ bn","US$ bn","1/1/2014 12:00:00 AM",0.57
"Solomon Islands","Travel & Tourism Total Contribution to GDP","% share","% share","1/1/2012 12:00:00 AM",13.6
"Solomon Islands","Travel & Tourism Total Contribution to GDP","% share","% share","1/1/2013 12:00:00 AM",12.6
"Solomon Islands","Travel & Tourism Total Contribution to GDP","% share","% share","1/1/2014 12:00:00 AM",12.9
"Solomon Islands","Travel & Tourism Total Contribution to GDP","US$ bn","US$ bn","1/1/2012 12:00:00 AM",0.124
"Solomon Islands","Travel & Tourism Total Contribution to GDP","US$ bn","US$ bn","1/1/2013 12:00:00 AM",0.124
"Solomon Islands","Travel & Tourism Total Contribution to GDP","US$ bn","US$ bn","1/1/2014 12:00:00 AM",0.136
"Solomon Islands","Travel & Tourism Total Contribution to Employment","% share","% share","1/1/2012 12:00:00 AM",11.8
"Solomon Islands","Travel & Tourism Total Contribution to Employment","% share","% share","1/1/2013 12:00:00 AM",11
"Solomon Islands","Travel & Tourism Total Contribution to Employment","% share","% share","1/1/2014 12:00:00 AM",11.3
"Solomon Islands","Travel & Tourism Total Contribution to Employment","thousands","thousands of persons","1/1/2012 12:00:00 AM",22.8
"Solomon Islands","Travel & Tourism Total Contribution to Employment","thousands","thousands of persons","1/1/2013 12:00:00 AM",21.8
"Solomon Islands","Travel & Tourism Total Contribution to Employment","thousands","thousands of persons","1/1/2014 12:00:00 AM",23
"Solomon Islands","Travel & Tourism Direct Contribution to GDP","% share","% share","1/1/2012 12:00:00 AM",5.2
"Solomon Islands","Travel & Tourism Direct Contribution to GDP","% share","% share","1/1/2013 12:00:00 AM",4.8
"Solomon Islands","Travel & Tourism Direct Contribution to GDP","% share","% share","1/1/2014 12:00:00 AM",4.9
"Solomon Islands","Travel & Tourism Direct Contribution to GDP","US$ bn","US$ bn","1/1/2012 12:00:00 AM",0.05
"Solomon Islands","Travel & Tourism Direct Contribution to GDP","US$ bn","US$ bn","1/1/2013 12:00:00 AM",0.05
"Solomon Islands","Travel & Tourism Direct Contribution to GDP","US$ bn","US$ bn","1/1/2014 12:00:00 AM",0.05
"Solomon Islands","Travel & Tourism Direct Contribution to Employment","% share","% share","1/1/2012 12:00:00 AM",4.4
"Solomon Islands","Travel & Tourism Direct Contribution to Employment","% share","% share","1/1/2013 12:00:00 AM",4.1
"Solomon Islands","Travel & Tourism Direct Contribution to Employment","% share","% share","1/1/2014 12:00:00 AM",4.2
"Solomon Islands","Travel & Tourism Direct Contribution to Employment","thousands","thousands of persons","1/1/2012 12:00:00 AM",8.5
"Solomon Islands","Travel & Tourism Direct Contribution to Employment","thousands","thousands of persons","1/1/2013 12:00:00 AM",8.1
"Solomon Islands","Travel & Tourism Direct Contribution to Employment","thousands","thousands of persons","1/1/2014 12:00:00 AM",8.6
"Solomon Islands","Visitor Exports","% share","% share","1/1/2012 12:00:00 AM",15.3
"Solomon Islands","Visitor Exports","% share","% share","1/1/2013 12:00:00 AM",15.2
"Solomon Islands","Visitor Exports","% share","% share","1/1/2014 12:00:00 AM",16.2
"Solomon Islands","Visitor Exports","US$ bn","US$ bn","1/1/2012 12:00:00 AM",0.07
"Solomon Islands","Visitor Exports","US$ bn","US$ bn","1/1/2013 12:00:00 AM",0.07
"Solomon Islands","Visitor Exports","US$ bn","US$ bn","1/1/2014 12:00:00 AM",0.08
"Solomon Islands","Capital Investment","% share","% share","1/1/2012 12:00:00 AM",10.3
"Solomon Islands","Capital Investment","% share","% share","1/1/2013 12:00:00 AM",10.1
"Solomon Islands","Capital Investment","% share","% share","1/1/2014 12:00:00 AM",10
"Solomon Islands","Capital Investment","US$ bn","US$ bn","1/1/2012 12:00:00 AM",0.02
"Solomon Islands","Capital Investment","US$ bn","US$ bn","1/1/2013 12:00:00 AM",0.02
"Solomon Islands","Capital Investment","US$ bn","US$ bn","1/1/2014 12:00:00 AM",0.02
"Tonga","Travel & Tourism Total Contribution to GDP","% share","% share","1/1/2012 12:00:00 AM",14.1
"Tonga","Travel & Tourism Total Contribution to GDP","% share","% share","1/1/2013 12:00:00 AM",14.8
"Tonga","Travel & Tourism Total Contribution to GDP","% share","% share","1/1/2014 12:00:00 AM",15.5
"Tonga","Travel & Tourism Total Contribution to GDP","US$ bn","US$ bn","1/1/2012 12:00:00 AM",0.06
"Tonga","Travel & Tourism Total Contribution to GDP","US$ bn","US$ bn","1/1/2013 12:00:00 AM",0.07
"Tonga","Travel & Tourism Total Contribution to GDP","US$ bn","US$ bn","1/1/2014 12:00:00 AM",0.07
"Tonga","Travel & Tourism Total Contribution to Employment","% share","% share","1/1/2012 12:00:00 AM",13.8
"Tonga","Travel & Tourism Total Contribution to Employment","% share","% share","1/1/2013 12:00:00 AM",15.4
"Tonga","Travel & Tourism Total Contribution to Employment","% share","% share","1/1/2014 12:00:00 AM",16.9
"Tonga","Travel & Tourism Total Contribution to Employment","thousands","thousands of persons","1/1/2012 12:00:00 AM",4.6
"Tonga","Travel & Tourism Total Contribution to Employment","thousands","thousands of persons","1/1/2013 12:00:00 AM",5.1
